R,G,B
19,33,22
30,38,37
42,47,46
31,35,29
29,36,23
41,47,36
40,44,38
35,38,36
38,40,41
49,48,57
41,36,57
33,23,53
38,25,51
51,41,53
40,35,32
26,29,14
18,36,29
29,50,51
34,36,46
59,35,59
45,20,58
35,33,62
31,52,44
29,44,12
39,32,13
55,31,49
51,30,55
48,39,36
59,53,30
57,45,41
53,32,64
54,41,43
50,49,53
38,46,53
30,37,46
45,41,53
51,37,55
55,46,67
40,42,66
37,45,68
45,51,70
42,39,55
54,43,59
63,48,62
49,33,44
52,34,41
67,46,49
49,56,49
51,58,61
38,48,58
34,46,56
51,57,68
64,62,81
73,65,88
77,76,92
67,74,77
55,69,63
81,89,88
79,80,84
74,69,71
81,78,80
73,72,82
78,79,99
85,82,91
85,88,86
78,87,77
78,89,87
78,90,94
75,91,90
79,96,87
77,91,80
90,95,93
100,99,101
101,99,98
94,94,88
90,91,87
89,94,93
88,94,93
84,94,88
92,91,93
88,89,85
81,86,77
79,82,80
85,84,93
86,86,100
81,82,92
72,76,77
69,74,75
74,78,83
79,80,90
72,76,77
60,68,58
71,81,64
62,71,58
63,70,63
59,68,71
51,56,59
42,46,47
39,49,49
25,46,43
39,59,54
51,55,50
54,41,39
60,47,45
46,47,43
28,46,39
28,45,41
44,51,48
54,52,52
49,49,49
43,48,49
57,51,44
45,33,33
32,18,22
29,18,20
48,42,35
46,41,26
45,36,22
44,34,27
34,27,32
31,22,35
28,18,31
36,29,34
39,40,36
33,40,33
26,31,30
17,18,22
19,26,35
26,36,36
23,32,29
41,48,51
42,45,59
23,29,42
19,31,31
12,31,16
16,35,20
36,47,45
19,23,34
23,25,33
40,44,38
26,35,15
24,35,15
44,55,39
43,27,44
37,23,35
30,23,28
26,24,24
19,21,21
18,25,22
14,24,18
11,25,14
20,36,19
19,34,13
24,35,15
42,47,32
49,49,37
41,37,26
40,34,21
42,35,20
32,28,4
52,53,27
40,48,18
22,35,9
30,46,29
26,37,34
13,20,23
27,28,32
31,26,25
38,30,23
45,33,27
56,45,41
45,42,34
31,36,21
33,47,23
25,46,13
24,27,25
34,37,35
35,38,36
35,39,34
43,47,42
46,50,45
30,34,28
32,36,30
25,32,25
25,31,26
21,27,22
28,33,31
28,33,31
26,31,30
35,40,39
37,42,41
40,28,16
40,29,25
34,25,28
30,23,26
29,24,23
35,37,31
33,43,37
12,26,22
32,41,38
35,39,34
39,38,34
34,40,39
20,33,35
24,40,39
25,40,32
36,46,30
46,49,23
38,38,32
35,33,39
39,43,37
42,51,30
39,42,27
38,31,34
45,36,39
36,36,20
27,36,10
24,33,20
28,33,34
32,37,36
29,31,25
38,29,32
35,16,35
49,26,30
54,40,41
49,46,42
39,46,39
34,45,35
29,37,30
29,32,30
37,36,40
29,25,36
28,18,34
46,30,47
59,40,55
41,24,35
43,32,34
40,40,34
37,45,35
54,41,25
41,47,30
26,50,32
39,65,51
23,40,26
32,37,22
31,32,16
26,29,13
45,45,33
51,42,38
38,29,25
17,20,11
20,37,23
27,44,30
36,34,26
60,39,38
31,45,34
19,30,28
30,36,41
35,40,41
22,28,23
33,37,32
46,47,51
36,34,46
35,34,44
35,40,39
32,37,36
49,46,61
34,23,55
34,20,54
38,27,47
43,36,39
36,46,34
17,30,38
28,38,56
34,29,38
43,26,30
33,21,39
27,29,59
25,37,47
42,51,31
38,31,16
46,28,45
55,35,64
61,41,46
73,55,38
68,53,50
45,36,63
54,54,42
42,48,43
42,51,54
49,55,60
43,41,47
32,23,33
51,41,58
40,37,59
53,53,77
54,54,70
36,33,42
47,39,46
59,48,58
51,40,48
58,46,46
53,42,34
53,60,53
52,58,65
51,59,72
49,60,64
42,51,48
51,54,59
73,70,86
72,72,84
64,74,68
66,80,69
71,76,77
81,80,89
84,82,82
81,82,72
84,88,83
80,82,90
86,85,87
88,92,87
80,87,82
77,87,87
78,90,92
81,98,89
85,103,86
81,91,85
86,88,96
99,98,102
98,100,88
90,93,78
89,88,90
89,86,102
83,87,92
77,90,76
84,80,91
84,83,87
83,86,84
84,86,86
86,85,94
85,84,94
78,81,85
72,78,73
77,84,77
69,74,73
73,76,80
69,74,73
78,86,76
73,80,67
64,69,60
54,57,55
58,64,69
54,60,65
44,56,58
46,61,63
41,59,58
50,63,61
56,57,55
63,53,53
49,37,37
54,52,51
43,54,51
29,46,43
33,45,45
41,49,49
34,37,41
21,22,26
31,22,9
51,47,42
55,50,52
40,28,34
42,26,27
45,36,26
42,42,28
39,37,29
41,30,33
41,27,38
32,28,34
24,31,28
32,37,28
45,42,37
40,39,41
28,33,42
38,32,37
33,32,34
16,22,21
22,34,34
17,29,31
3,13,13
13,20,15
33,42,29
30,37,24
27,35,25
28,37,34
22,35,27
28,39,23
23,33,10
18,23,0
46,45,19
48,33,61
38,26,46
32,25,32
35,33,33
37,36,40
39,38,48
24,24,36
21,25,26
28,36,25
31,42,22
30,37,22
25,26,22
20,16,21
32,27,29
44,42,34
34,34,18
37,25,7
59,54,33
53,57,32
23,36,12
19,35,17
17,33,22
8,20,14
24,30,25
43,44,35
49,45,34
51,42,32
55,48,39
52,50,40
37,44,31
29,44,23
25,46,21
38,37,39
39,38,40
32,31,33
29,29,29
30,31,29
36,37,33
22,23,19
21,25,19
27,31,25
38,42,36
31,35,29
28,32,27
20,25,23
26,31,29
39,44,42
17,22,21
35,14,16
41,27,31
44,36,46
44,41,50
41,37,43
46,40,45
48,46,52
31,35,40
21,30,34
30,37,40
27,32,35
37,40,45
37,40,48
32,41,45
24,37,35
24,40,33
51,50,30
28,25,20
31,33,34
37,45,38
36,45,32
34,33,29
34,23,31
56,44,42
35,33,9
30,35,8
28,38,26
26,36,36
24,35,27
17,22,7
35,27,28
46,21,47
31,12,31
38,25,39
40,34,39
33,34,30
37,41,30
43,45,33
36,38,26
29,31,25
40,42,43
32,31,40
37,32,47
46,35,51
40,25,39
44,30,41
36,26,32
38,31,34
33,40,27
31,45,27
21,39,16
35,48,24
35,37,17
34,35,19
28,38,26
21,38,27
29,46,32
36,39,23
42,31,17
37,25,13
38,32,25
37,40,31
31,36,27
39,41,29
36,39,60
33,35,53
33,35,46
27,29,37
26,23,38
38,32,55
40,33,60
23,17,40
36,35,45
31,36,34
30,34,28
46,48,48
38,34,45
40,33,48
37,28,41
58,50,57
36,48,42
26,31,40
34,33,49
33,31,30
28,34,15
27,40,26
27,35,42
37,29,46
54,37,48
39,31,31
29,33,34
43,42,51
56,39,43
64,37,33
62,46,39
45,49,44
42,55,31
37,50,36
42,53,50
42,49,46
45,45,39
46,40,35
60,50,56
57,47,63
39,32,47
51,47,52
52,49,45
50,45,42
46,41,42
55,53,53
71,72,63
59,61,42
55,57,65
49,53,58
46,54,54
55,67,61
57,69,57
63,71,60
73,80,73
63,69,64
58,65,62
68,74,73
60,65,68
74,76,77
85,84,80
78,80,68
83,89,72
79,87,70
78,83,74
83,85,85
78,82,87
80,87,90
83,96,88
86,101,87
87,100,92
83,88,91
83,85,93
93,94,92
92,94,82
87,88,79
89,87,93
86,83,98
77,81,86
75,83,76
82,73,99
79,76,92
80,80,86
84,85,89
85,84,93
82,82,88
76,80,75
72,80,63
80,90,73
72,80,69
66,69,67
64,67,65
79,84,75
73,78,69
67,69,69
51,50,59
50,52,60
51,61,68
47,64,67
52,69,72
48,60,62
48,50,51
46,44,44
59,54,55
53,48,49
62,57,58
52,52,52
30,38,38
20,36,35
27,40,42
32,39,42
35,33,39
41,34,15
50,54,43
37,42,41
22,15,20
29,12,16
45,38,35
35,43,33
22,26,20
31,21,21
36,23,25
29,33,28
26,40,28
36,42,31
46,39,36
34,30,36
19,24,39
42,32,22
33,27,22
27,31,26
41,51,45
29,46,33
22,35,21
20,26,15
34,32,24
36,33,28
32,35,26
37,45,34
15,26,16
6,13,6
34,33,23
45,37,20
41,28,6
29,18,50
39,33,52
41,39,45
34,32,32
25,21,27
35,27,44
29,20,40
35,30,39
33,33,27
31,34,19
30,34,23
36,35,37
30,28,40
25,24,34
31,34,32
28,37,24
38,20,21
43,30,28
46,40,35
36,39,30
19,30,22
20,32,26
32,43,40
34,41,36
23,27,21
33,31,23
34,30,25
33,28,27
41,38,40
40,42,43
24,32,31
24,35,32
38,34,33
36,32,31
35,33,32
40,39,35
37,36,32
45,45,39
29,29,23
17,19,13
36,38,32
26,27,23
34,35,33
39,39,39
29,31,32
33,34,38
36,37,41
25,25,31
51,30,32
39,28,30
29,31,32
32,37,40
29,30,34
31,25,30
38,31,36
26,27,31
16,25,28
23,37,36
6,16,16
22,24,24
42,40,40
38,41,39
16,30,24
8,29,20
35,33,25
28,28,22
44,46,40
31,33,27
19,20,18
31,23,33
28,20,27
39,35,24
48,53,22
32,38,13
25,29,23
26,31,29
30,40,24
27,33,10
43,38,37
50,31,58
30,24,35
48,44,50
58,54,53
44,43,33
39,39,23
43,44,28
34,37,22
22,25,16
23,27,28
28,31,39
34,36,47
37,35,47
37,29,40
39,29,35
28,16,16
38,26,22
24,41,30
32,47,33
25,35,18
33,34,18
44,40,29
34,34,28
27,38,35
23,44,36
9,30,15
19,28,8
47,38,25
62,40,42
59,37,49
51,40,48
37,41,35
31,45,27
48,39,90
44,41,73
38,40,51
37,35,47
39,28,60
32,16,63
29,14,58
35,26,52
32,33,37
20,24,18
26,32,21
31,35,23
45,47,35
50,49,39
35,30,29
47,38,48
42,35,48
37,36,40
42,46,41
38,48,36
35,51,33
41,59,36
40,48,31
53,41,39
58,40,47
47,39,39
27,39,19
38,54,30
50,50,38
46,31,35
55,38,42
57,48,44
33,48,27
48,59,51
49,54,57
28,30,31
50,50,44
66,60,53
56,45,48
53,38,52
48,35,49
62,53,56
54,51,43
44,41,36
51,50,54
52,55,60
44,51,46
47,58,42
45,46,56
52,59,56
45,55,43
56,64,57
67,74,71
61,71,59
66,77,57
75,85,69
63,70,67
71,75,76
71,79,69
74,81,66
85,89,78
83,85,79
79,84,69
90,100,70
81,86,77
81,84,89
76,77,91
79,87,87
83,95,83
83,94,84
84,90,95
80,83,91
84,89,87
89,94,85
87,88,86
86,84,90
89,89,95
83,88,87
76,81,80
77,81,86
84,78,103
76,73,88
73,73,79
79,79,85
84,83,92
81,80,89
74,77,75
69,76,63
66,73,58
82,87,78
69,72,70
69,72,70
66,71,62
73,79,68
72,75,73
63,63,69
57,58,68
55,67,73
44,63,68
51,66,69
58,59,63
55,48,53
46,41,43
55,60,59
49,51,51
51,46,47
49,40,43
44,43,45
38,50,52
31,48,51
31,40,44
39,37,43
47,49,29
37,44,29
24,30,25
30,29,33
35,27,34
40,36,42
26,30,31
23,26,24
28,25,20
28,27,17
30,37,22
37,48,32
45,51,40
49,44,45
34,30,41
25,25,41
54,47,27
41,35,24
32,29,25
28,31,22
21,30,10
43,52,31
40,44,33
24,21,23
36,32,37
45,43,42
34,36,30
37,35,34
38,30,40
32,18,30
36,19,22
33,16,7
26,24,43
29,29,41
30,30,36
27,26,30
24,18,23
32,23,33
24,13,23
33,23,29
38,31,28
41,37,32
34,31,27
29,28,30
29,32,37
30,34,39
29,37,37
21,32,29
48,26,45
50,31,48
36,23,37
39,34,43
32,35,40
22,27,30
31,39,39
30,36,35
29,34,33
40,42,43
40,39,43
27,24,33
35,33,45
39,38,54
20,20,38
19,21,39
47,45,35
45,43,33
52,51,41
39,38,28
21,20,10
32,30,22
38,36,28
27,24,19
30,29,25
33,31,31
35,32,34
36,32,38
27,24,33
37,33,45
29,24,39
27,22,37
45,33,27
36,34,24
13,21,10
6,18,6
17,25,18
35,35,29
41,36,33
27,27,21
19,27,20
22,35,27
19,30,20
15,19,8
21,20,6
26,29,13
22,35,19
17,39,21
38,45,40
27,30,28
45,41,40
39,31,31
25,14,17
29,18,28
31,25,30
36,40,29
43,53,30
22,32,9
20,23,8
35,34,24
36,36,20
28,30,11
33,30,26
36,29,44
45,50,41
45,49,38
34,37,22
36,36,18
51,52,32
42,43,27
23,27,16
32,35,33
27,31,36
32,36,47
25,29,40
32,35,43
40,42,42
42,41,31
46,42,23
39,34,9
31,42,32
39,47,40
35,38,36
18,22,23
32,39,42
37,46,50
38,43,46
29,33,28
25,27,15
36,38,26
46,42,41
43,32,48
45,28,55
48,33,54
42,40,40
42,51,31
40,29,79
23,19,48
39,40,50
47,44,53
40,28,56
49,32,75
46,30,71
31,22,43
30,29,31
38,41,32
43,47,35
42,47,32
41,44,28
27,27,13
41,37,32
46,37,40
48,26,55
37,30,33
32,44,26
26,40,29
32,37,40
53,51,50
55,56,36
54,59,32
32,38,19
30,33,17
46,51,20
50,61,23
33,46,24
27,33,38
60,46,70
60,29,58
39,46,41
49,52,57
51,46,61
42,36,47
54,49,50
56,53,49
43,33,39
52,36,54
57,41,59
57,46,54
64,60,59
53,52,54
43,43,55
43,43,59
36,44,51
42,56,52
57,62,60
58,66,55
64,73,60
64,69,68
59,61,71
63,68,71
68,78,66
64,74,61
65,72,65
75,83,73
80,89,68
80,92,64
80,89,69
78,80,74
81,83,77
96,99,83
82,85,89
82,83,93
82,85,93
81,86,87
79,88,85
82,88,93
86,88,98
83,86,90
86,94,84
77,81,75
93,90,99
84,82,94
66,68,68
75,83,72
82,87,85
74,75,89
75,73,85
65,66,70
70,72,72
78,79,83
75,73,85
76,73,88
76,75,84
67,69,69
66,69,67
66,67,71
66,66,72
74,76,76
70,77,64
75,83,66
71,78,63
68,73,64
51,53,63
55,67,73
58,72,78
51,57,62
64,57,62
68,56,62
66,61,63
46,51,52
52,58,57
54,49,51
52,38,42
41,34,37
33,38,41
36,48,52
28,37,41
41,44,49
30,45,31
38,46,35
41,44,35
40,47,44
36,45,49
22,25,33
25,22,31
47,49,49
42,52,40
40,52,34
31,37,18
23,23,11
29,30,26
37,41,42
36,35,44
34,26,37
33,33,21
48,43,40
47,38,41
34,26,26
27,25,14
43,46,31
32,38,33
21,23,33
34,35,49
35,35,41
29,24,25
53,41,47
63,45,62
44,24,43
40,24,35
37,27,27
19,24,22
21,25,26
34,34,40
38,36,42
33,28,30
38,34,29
46,43,35
41,35,30
27,22,21
45,38,41
42,40,40
31,32,28
29,36,29
31,38,33
30,38,38
35,44,48
41,22,43
37,20,41
35,21,39
32,22,35
42,37,46
34,35,39
32,37,36
32,38,37
39,47,47
39,46,49
29,35,40
28,30,40
30,30,42
32,31,47
37,32,53
31,25,48
32,31,17
47,46,32
39,38,24
37,35,24
39,37,26
24,22,12
22,20,12
35,32,28
48,44,43
38,33,35
21,14,21
25,20,29
30,23,36
35,28,43
34,26,43
42,33,53
23,21,13
36,36,24
37,43,26
34,44,28
26,36,24
24,31,24
35,37,31
38,38,32
29,32,23
31,36,27
29,37,26
35,38,23
39,40,20
39,41,21
35,44,24
33,49,32
30,47,34
24,29,30
42,33,46
55,39,50
56,42,44
43,34,31
23,21,21
31,37,36
33,44,34
42,54,32
38,43,16
39,35,16
32,25,16
35,28,25
53,52,48
38,45,38
23,30,15
21,27,10
34,36,17
41,43,23
35,40,19
28,37,17
34,44,31
47,54,49
36,39,43
32,34,42
31,33,41
35,38,42
39,46,39
39,45,28
38,42,17
47,49,19
48,52,41
44,42,41
49,48,57
40,47,62
15,31,47
26,41,50
46,48,49
41,29,23
46,33,25
41,36,33
34,39,48
34,36,60
37,29,59
32,19,41
29,20,23
33,33,21
27,26,42
28,29,39
32,34,35
35,36,34
30,27,29
30,22,33
40,30,47
44,37,52
37,33,38
33,36,27
33,37,26
39,39,33
48,43,45
41,34,37
55,47,47
59,53,46
48,36,56
43,36,41
51,48,44
48,47,51
48,41,56
56,44,56
51,45,40
40,50,33
15,35,16
32,43,27
58,51,34
65,58,39
51,57,46
30,42,48
43,39,64
67,41,77
47,48,52
52,43,56
56,41,62
49,36,50
43,40,42
39,42,40
39,38,40
57,47,59
53,41,53
50,43,46
47,48,46
43,47,48
45,47,58
52,52,70
52,56,67
53,62,65
65,74,64
62,67,65
64,66,67
67,68,72
67,70,75
67,73,78
71,77,82
71,79,78
79,87,76
87,95,78
88,96,79
83,93,77
81,91,75
84,90,79
89,89,83
95,90,91
88,86,106
89,92,100
87,94,91
82,87,88
81,82,96
84,84,100
84,89,92
82,89,82
79,85,80
76,76,82
82,80,92
80,80,86
78,83,81
83,89,84
73,78,79
65,67,77
67,68,78
64,68,69
67,72,70
70,72,73
65,63,75
68,65,81
72,70,82
69,70,74
68,70,71
71,71,77
70,69,78
67,69,69
65,72,59
74,83,63
70,77,62
58,63,54
55,65,72
55,63,70
62,65,73
69,65,71
73,63,69
63,54,57
55,52,54
47,53,52
50,56,55
47,45,45
51,40,43
57,46,49
51,45,50
42,45,49
25,34,38
36,45,49
33,52,49
25,32,27
35,38,29
41,54,46
28,49,46
26,36,43
35,32,41
29,31,31
33,50,36
22,43,21
30,36,19
39,33,26
37,36,38
33,42,46
34,37,41
35,24,26
27,29,37
31,27,38
43,33,45
43,31,37
29,21,22
35,36,34
35,42,45
23,33,43
21,31,41
25,31,38
27,23,28
43,32,35
45,29,36
33,18,26
37,30,33
45,43,42
37,41,29
32,33,29
37,34,43
41,36,45
37,35,35
42,44,32
46,50,31
37,39,27
25,22,24
36,33,42
48,46,52
38,42,36
25,32,19
33,41,31
41,44,48
29,30,44
35,28,33
45,37,44
42,34,41
34,27,32
44,38,39
41,38,34
30,32,26
23,30,23
31,40,37
30,43,41
22,35,33
21,32,30
24,32,31
27,30,34
32,29,38
24,18,29
19,17,7
40,38,28
24,22,12
33,30,22
49,45,40
30,25,22
32,27,24
47,43,42
28,23,24
38,33,35
33,27,32
43,36,43
38,30,40
26,18,28
31,23,34
47,39,50
35,40,43
37,38,36
37,35,25
43,41,33
41,46,44
34,43,46
36,41,44
36,33,35
37,28,31
40,31,34
39,34,35
37,37,31
35,38,23
35,35,21
31,32,22
27,30,28
26,42,25
40,44,49
45,36,57
33,20,36
41,32,29
43,41,30
34,32,32
49,48,58
33,37,38
36,45,25
56,64,33
50,52,30
39,33,28
39,32,35
32,32,26
30,36,17
29,28,30
34,32,31
48,45,40
53,55,43
41,52,32
29,46,25
25,44,23
24,37,21
40,43,34
41,37,36
50,45,46
39,41,41
31,38,35
25,33,26
22,30,19
43,50,37
30,39,26
45,43,42
46,40,51
39,39,57
14,27,43
19,35,41
26,32,27
37,28,19
51,39,35
29,25,30
13,16,30
24,26,44
45,38,53
48,34,45
33,26,29
23,25,25
26,36,20
39,44,35
34,36,30
46,47,37
54,56,36
40,42,22
41,40,30
44,39,41
46,43,45
42,43,39
44,45,41
51,47,53
55,43,65
42,30,50
43,35,35
39,38,18
35,51,40
46,37,40
65,38,54
61,42,59
49,47,53
48,47,51
51,44,51
48,45,60
35,44,57
35,47,51
47,44,46
65,46,55
68,51,65
52,50,62
41,46,47
57,62,53
65,59,60
53,39,45
54,34,46
58,44,50
51,53,47
41,55,43
36,49,41
45,48,46
49,47,46
45,46,37
39,47,36
51,59,52
58,62,63
57,57,63
59,63,64
61,68,65
66,71,72
62,62,76
63,57,74
68,67,71
73,81,71
70,81,78
68,78,85
77,83,88
84,91,84
92,95,86
93,94,98
88,89,99
86,92,91
92,101,88
98,99,90
93,86,89
89,86,111
94,98,103
90,97,92
83,86,94
84,82,104
88,87,103
86,91,89
84,91,84
85,88,92
84,84,98
75,78,83
66,72,67
75,80,78
75,79,84
59,63,68
57,62,63
67,65,85
63,63,75
59,62,66
59,62,66
64,65,75
71,70,80
71,73,74
67,72,63
68,74,63
69,73,68
71,73,74
67,69,69
70,75,66
75,81,70
73,77,72
60,61,65
57,73,79
58,64,71
68,61,68
82,70,76
77,67,73
62,59,61
54,54,54
58,60,60
53,55,55
49,49,49
47,45,45
50,41,44
49,38,41
56,49,54
40,45,48
28,43,45
23,35,45
20,28,28
37,46,36
44,61,48
24,45,36
20,34,33
34,39,42
33,39,38
14,31,18
13,31,14
31,39,28
44,39,40
33,31,37
32,36,41
41,44,42
41,39,29
27,27,51
26,26,42
34,34,40
38,37,39
34,35,39
28,32,37
28,39,43
28,43,45
25,38,40
18,27,31
19,22,26
31,29,28
36,35,25
36,36,24
36,39,30
36,40,35
33,28,19
25,20,19
25,17,27
26,20,31
23,22,24
28,33,24
32,41,28
26,34,27
25,30,33
27,29,39
25,27,35
26,31,30
35,39,33
35,36,32
30,25,34
29,21,38
43,45,33
29,30,21
31,26,23
47,42,39
46,42,37
35,33,23
26,28,16
24,32,21
23,34,26
22,36,32
16,32,25
19,35,24
25,40,26
34,43,30
42,45,36
38,37,33
40,35,36
42,37,38
30,25,26
32,27,29
34,29,31
33,28,30
38,33,35
28,23,25
30,25,27
38,33,35
29,24,25
35,30,31
29,25,24
22,18,17
37,34,30
39,36,32
27,36,46
34,33,37
36,25,21
37,28,25
31,32,36
21,31,41
27,33,44
35,27,38
47,30,41
55,35,48
48,37,47
33,31,31
28,29,19
34,33,23
32,28,27
23,16,23
38,46,35
32,35,40
21,21,35
21,24,29
43,45,39
44,45,36
31,26,28
44,35,45
39,34,35
41,43,31
26,32,15
41,47,36
34,36,30
19,20,11
42,40,30
34,31,17
36,28,45
49,40,53
39,32,39
33,31,30
39,48,38
34,53,38
25,44,27
22,35,19
38,37,27
44,35,31
50,40,40
40,37,39
28,33,36
19,28,32
16,25,29
32,38,45
23,40,27
38,42,36
46,39,42
41,33,43
22,25,33
26,39,37
32,44,32
31,36,21
48,47,43
41,40,49
30,30,42
36,32,37
48,40,33
49,43,32
40,43,41
30,42,48
35,46,26
38,45,32
27,32,23
37,39,27
51,56,35
49,54,27
45,48,26
43,46,31
38,38,32
41,41,41
46,43,52
47,39,56
43,34,55
39,31,42
43,41,31
49,51,22
31,54,22
44,37,28
65,34,49
57,38,55
47,52,55
44,56,50
60,54,59
61,45,69
58,52,83
35,42,61
42,46,51
58,47,57
56,36,59
58,48,64
41,49,32
38,59,10
51,46,43
55,39,40
62,41,43
67,54,52
54,62,52
37,60,46
37,60,46
56,68,56
53,57,46
47,51,39
40,50,37
61,71,59
66,71,62
55,55,49
64,64,58
73,76,67
56,59,74
62,60,80
68,60,77
72,68,73
76,83,76
73,85,79
70,83,85
79,88,92
88,91,95
92,90,96
96,93,109
95,95,113
91,96,105
96,103,100
100,101,97
94,88,89
89,93,104
96,102,109
94,97,105
86,88,98
88,88,100
90,93,98
87,92,91
85,88,92
88,89,99
88,91,99
76,82,81
63,70,65
65,69,74
63,65,76
58,61,69
62,69,66
71,68,94
66,66,82
60,64,69
62,65,69
69,71,79
69,72,77
67,71,66
65,73,56
71,79,62
64,69,60
72,75,73
74,76,76
78,82,77
69,75,70
70,73,77
66,66,78
54,71,74
65,68,73
73,61,67
79,65,69
66,61,63
59,64,63
55,58,56
60,58,57
61,59,58
53,56,54
43,48,46
46,41,42
50,36,38
68,54,58
51,55,56
25,43,44
35,35,53
26,34,41
24,38,32
34,48,36
40,51,41
34,45,42
28,42,40
30,44,40
28,39,29
30,40,28
26,36,30
20,27,30
28,27,36
43,39,44
39,40,31
18,26,9
22,21,41
25,31,36
17,31,20
17,34,21
37,52,48
20,32,34
16,27,25
32,43,35
30,40,34
24,32,32
29,38,41
27,40,32
23,38,17
27,41,17
33,40,27
38,38,38
35,21,27
32,19,27
32,22,34
30,24,35
24,24,30
28,33,34
36,46,46
38,50,52
29,40,44
27,34,43
15,21,28
19,22,27
41,39,45
41,33,43
31,21,33
38,25,41
31,37,18
22,26,14
33,33,27
46,42,41
27,23,18
37,36,26
41,42,32
23,30,23
28,36,35
26,36,36
20,34,30
24,40,29
30,43,27
29,39,23
31,37,26
29,31,25
37,33,39
29,24,33
30,25,34
27,22,31
24,19,28
37,32,41
43,38,47
30,26,32
29,25,30
28,25,27
28,26,25
39,39,33
31,32,23
22,24,12
35,38,23
21,24,9
22,31,40
42,40,39
52,40,30
47,36,28
30,32,32
21,31,38
31,36,45
44,33,41
52,31,40
53,31,43
44,33,41
31,30,26
26,29,14
35,35,19
41,37,32
34,27,34
36,36,36
27,31,32
23,31,30
25,41,30
36,47,39
37,38,42
31,21,33
36,24,24
46,40,27
43,41,33
27,28,38
20,24,35
16,26,14
28,37,10
51,47,29
45,28,32
17,15,27
36,29,42
36,27,37
41,34,41
44,47,51
37,48,46
30,43,41
31,36,34
38,32,33
42,28,30
33,22,25
35,34,38
34,40,45
21,33,39
25,35,42
36,42,49
28,40,34
47,52,43
47,44,36
34,31,27
41,43,43
32,42,36
30,43,29
45,55,38
36,40,34
37,37,43
30,27,36
35,32,27
38,37,16
31,34,9
30,37,30
28,38,48
28,34,33
31,37,32
46,50,44
49,51,45
52,52,46
55,57,45
48,53,32
42,48,25
18,22,10
30,30,36
42,37,58
42,36,55
38,34,39
45,45,33
51,53,31
57,60,35
44,47,21
46,43,22
49,46,38
45,44,53
49,55,68
52,57,58
62,60,52
50,44,45
46,42,53
40,43,48
51,56,47
53,57,46
39,40,44
45,43,55
38,37,27
39,40,1
48,45,47
62,49,51
64,43,45
59,46,48
49,57,57
29,51,49
28,49,46
54,63,60
57,55,54
52,50,49
41,46,44
54,59,57
61,63,57
57,55,47
72,68,63
82,79,75
53,56,71
69,70,80
78,74,80
77,71,82
77,77,91
76,86,93
76,93,90
85,97,97
98,99,109
99,95,107
102,103,107
103,108,109
94,103,107
93,97,108
99,95,106
100,91,94
90,103,95
94,101,110
95,96,116
92,94,104
91,98,91
91,99,89
88,91,96
85,85,99
80,83,91
80,87,82
76,86,80
71,78,81
63,68,77
61,66,75
67,71,76
66,71,72
68,71,86
67,73,80
68,74,73
68,73,74
65,67,75
57,58,68
60,62,63
69,73,67
73,78,69
67,69,69
73,74,78
73,75,76
72,79,72
62,70,60
67,72,70
68,71,76
59,72,74
76,75,79
80,69,72
79,68,71
59,61,61
57,66,63
54,60,55
59,56,52
65,62,58
51,57,52
43,53,47
53,56,54
55,47,47
62,51,53
50,52,52
35,49,48
